"HBCx14_AC1","HBCx14_AC2","HBCx14_AC3","HBCx14_AC4","HBCx14_AC5","Symbol"
0,0,0,0,0,"AP000619.3"
0,0,0,0,0,"AC019209.1"
0,0,0,0,0,"CACNA1C-IT2"
0,0,0,0,0,"AC117500.3"
0,0,0,0,0,"LINC02425"
3,2,2,3,5,"USP30-AS1"
0,0,0,0,0,"DDX11L8"
0,0,0,0,0,"LINC02454"
439,556,650,663,836,"HMBS"
66,63,91,95,135,"CACNA1C-AS2"
0,0,0,0,0,"AC022511.1"
0,0,0,0,0,"TAS2R64P"
0,0,0,0,0,"AC048382.1"
2,3,3,1,1,"AP006289.1"
0,0,1,0,0,"AP003174.2"
0,1,0,0,0,"AC112694.1"
0,0,0,1,0,"METTL8P1"
0,0,0,0,0,"OSBPL9P5"
0,0,0,0,0,"AC078878.2"
10,10,9,13,8,"LINC02398"
1,0,0,0,0,"LINC02617"
0,0,0,0,0,"LINC02376"
2,5,7,6,6,"AC135279.3"
51,89,84,105,91,"ZNF225"
0,0,0,0,0,"AC135388.1"
1,3,3,5,3,"AC073912.3"
0,0,0,0,0,"AC007527.1"
0,0,0,0,0,"NDUFA5P6"
0,0,0,0,0,"AC084880.2"
0,0,0,0,1,"AC138466.1"
0,0,0,0,0,"AC078962.4"
0,0,0,0,0,"AP000462.2"
0,0,1,0,1,"AC087235.2"
0,0,0,1,0,"AC025423.1"
0,1,0,0,0,"NIFKP3"
2,0,0,0,1,"RPL41P2"
0,0,0,0,1,"AC007655.1"
1,7,2,0,2,"ABCC6P1"
5,5,13,10,18,"AP006333.2"
0,0,0,0,0,"AC095350.1"
0,0,0,0,0,"AC092470.1"
0,0,0,3,1,"OR8R1P"
0,0,0,0,0,"AP002748.5"
0,0,0,0,0,"AC243972.3"
0,4,0,0,3,"AC007834.2"
0,0,0,0,0,"AC087258.1"
0,0,0,0,0,"NTAN1P3"
24,32,69,76,61,"HSPA8P5"
0,0,0,0,0,"AL132708.1"
0,0,0,0,0,"RPL31P57"
0,0,2,2,0,"AC027544.1"
0,0,1,0,0,"LINC02375"
3,2,1,3,4,"AC069234.2"
0,0,0,0,0,"LRRC34P1"
0,0,0,0,0,"AC023050.3"
0,0,0,0,0,"PPIAL4D"
0,0,0,0,2,"AC009509.2"
0,0,0,0,0,"AC008011.1"
0,0,0,0,0,"TRAV8-5"
0,0,0,0,0,"AC005832.1"
0,0,0,0,0,"UBE2NP1"
0,1,0,0,0,"AC048352.1"
3,3,0,12,5,"RPL41P5"
0,0,0,0,0,"ASIC5"
0,0,0,0,0,"AC079866.1"
0,0,0,0,0,"AC018630.1"
0,0,0,0,0,"AP003785.1"
0,1,1,3,4,"AL357673.1"
46,76,81,97,84,"AC006206.2"
0,0,0,0,0,"OSBPL9P4"
0,0,0,0,0,"LINC02552"
0,0,0,0,0,"LINC02414"
1,1,2,2,3,"AC010175.1"
41,63,74,102,77,"AC005840.2"
0,0,0,0,0,"TAS2R31"
0,0,0,0,0,"AC019209.2"
0,0,0,0,0,"AP001888.1"
0,0,0,1,1,"AC010186.1"
21,42,73,84,73,"AP003559.1"
3,2,10,7,6,"AP000763.3"
1,2,0,0,2,"AC007552.1"
0,0,0,0,0,"AP003170.3"
24,29,26,22,29,"DND1"
0,1,0,1,0,"AC080075.1"
5,5,3,5,8,"AL732437.1"
0,0,0,0,0,"SALL3"
8,13,6,7,6,"YWHABP2"
0,0,0,0,0,"AC023050.4"
0,0,0,0,1,"AP002383.2"
0,0,0,0,0,"AC087260.1"
0,0,0,0,0,"TRAV11"
0,0,0,0,0,"AC018653.2"
0,0,0,0,0,"AP006333.3"
0,0,0,1,0,"AC023796.2"
0,0,0,0,0,"AC140118.1"
0,0,0,0,0,"LINC02825"
0,0,0,0,0,"AC073913.1"
0,0,0,0,0,"LINC02468"
0,0,0,0,0,"AL139300.1"
0,0,0,0,0,"AC073913.2"
0,0,0,0,0,"AC009509.3"
0,1,0,0,0,"MRGPRF-AS1"
0,0,0,0,0,"AC009511.1"
0,0,0,0,0,"AC022081.1"
0,0,0,0,0,"AP003419.1"
0,0,0,0,0,"AP000812.3"
288,388,409,521,516,"POLG2"
1,1,0,1,0,"AP002373.2"
1,0,0,0,1,"SMIM10L1"
1,4,6,6,2,"AC046130.3"
0,0,0,0,0,"AC007406.3"
6,18,24,11,15,"AC148477.2"
1,6,7,1,4,"AC156455.1"
0,0,0,0,0,"LINC02369"
6,12,15,12,12,"AC092745.2"
0,0,0,0,0,"TRAV1-2"
0,0,0,0,0,"AC009509.4"
0,0,0,0,0,"LINC01486"
0,0,0,0,0,"NANOGNBP2"
3,0,4,5,5,"AC007552.2"
0,0,0,0,0,"AL049650.2"
0,0,1,2,3,"AP002761.2"
0,0,0,1,1,"AC069234.3"
0,0,0,0,0,"AC079866.2"
0,0,0,0,0,"OR13A1"
5,4,2,2,2,"LINC02361"
0,0,0,0,0,"AC007406.4"
0,0,0,0,0,"NLRP9P1"
0,0,0,0,0,"LINC02390"
0,0,1,1,1,"AC027544.2"
0,0,0,3,0,"ENPP7P5"
0,0,0,0,0,"TRDV3"
8,13,12,16,14,"AP003108.2"
20,17,29,31,22,"AC010186.2"
0,0,0,0,1,"AC026358.1"
0,0,0,0,0,"LINC02393"
2,0,0,2,3,"AP003170.4"
0,0,0,0,0,"AC084880.3"
1,2,0,1,2,"CYP2B7P"
1,0,0,0,0,"AK6P1"
0,0,0,0,0,"AC010197.1"
0,0,0,0,0,"AP002414.2"
1,3,1,0,4,"MTRNR2L1"
6,2,5,5,12,"AC092747.2"
0,0,0,0,0,"AC024224.1"
0,0,0,0,0,"AC073651.2"
66,74,96,92,129,"ZBTB11-AS1"
0,0,0,0,0,"AC090424.1"
0,0,2,1,0,"AC135586.2"
2,5,1,4,11,"PDE2A-AS2"
0,0,0,0,0,"LINC01965"
0,0,0,0,0,"AC023051.2"
0,0,0,0,0,"LINC00273"
0,0,0,0,0,"LINC02441"
0,0,0,0,0,"AC010132.3"
2,2,7,4,5,"RERG-IT1"
0,0,0,0,0,"AC006518.1"
1,1,3,5,1,"AC005906.2"
0,0,0,0,0,"AC244131.1"
0,3,0,1,1,"AC008115.1"
0,0,0,0,0,"LINC02368"
0,1,0,1,0,"CLEC12B"
1,1,0,0,0,"A2ML1-AS1"
41,51,58,62,94,"AC112777.1"
0,0,0,0,0,"AC025423.2"
168,204,225,287,256,"KLRA1P"
0,1,0,0,0,"AC078962.5"
0,1,0,0,0,"LIMS4"
0,0,0,0,0,"LINC02455"
35,66,75,90,98,"AC141557.1"
1,0,1,5,0,"AC020549.2"
0,0,0,0,0,"AC025423.3"
0,0,2,1,0,"CCDC58P5"
0,0,0,0,0,"AC006518.2"
192,229,299,297,339,"ZNF350"
0,0,0,0,0,"LINC02737"
0,0,0,0,0,"AC019209.3"
8,11,8,7,5,"AP001160.1"
0,0,0,0,0,"AC005908.2"
0,0,0,1,0,"AC026369.2"
0,0,0,0,0,"AC003982.1"
0,0,0,0,0,"TMEM132D-AS2"
0,0,0,0,0,"ENTR1P1"
0,0,0,0,0,"AL137779.1"
0,0,0,0,0,"AC005342.2"
0,1,0,0,0,"AC007458.1"
0,0,0,0,0,"AL133271.1"
0,0,0,0,0,"AC134349.1"
0,0,0,0,0,"PGA5"
0,3,2,2,0,"AC087318.1"
0,0,0,0,0,"LINC02698"
2,0,1,4,2,"BTG1P1"
0,0,0,2,0,"CACNA1C-IT3"
0,0,0,0,0,"AP003717.3"
0,0,0,0,0,"AC006065.4"
0,0,0,0,0,"AP003721.2"
0,0,0,0,0,"AC027544.3"
0,0,0,0,0,"RBBP4P5"
0,0,0,0,0,"AP002892.2"
4,9,7,5,17,"KDM2B-DT"
4,6,9,2,5,"AP002784.2"
0,0,0,0,0,"MADD-AS1"
1,2,0,3,0,"AC009511.2"
0,0,0,0,0,"AC005832.2"
0,0,0,0,0,"LINC02423"
241,273,324,400,410,"PLBD1-AS1"
0,0,0,0,0,"HPRT1P3"
0,0,0,0,0,"TIMM17BP1"
0,0,0,0,0,"AP002840.1"
0,0,0,0,0,"STH"
0,0,0,0,0,"CACNA1C-AS3"
673,863,1130,1403,1347,"ZNF253"
0,0,0,0,0,"AC087241.1"
0,0,0,0,0,"PDCL3P7"
0,0,0,0,0,"AP002383.3"
0,0,0,0,0,"AC079031.1"
1,0,0,0,0,"AP000753.2"
0,0,0,0,0,"KLRF2"
0,2,1,2,4,"AC005832.3"
0,1,1,0,0,"AC022613.1"
1,0,0,0,0,"AC024224.2"
1,0,0,0,0,"AC138466.2"
27,32,33,40,46,"C17orf100"
0,0,0,0,0,"AC078925.1"
0,0,1,0,2,"AC079360.1"
4,1,5,3,3,"CAPNS2"
1,1,0,0,0,"AP000777.3"
0,0,0,0,0,"AC122688.2"
0,0,0,0,1,"TPT1P12"
0,0,0,0,0,"FLRT1"
0,0,0,0,0,"AC026786.1"
0,1,0,0,0,"ATP5MFP4"
0,0,0,0,0,"AC068790.1"
0,0,0,0,0,"AC005294.1"
0,0,0,0,0,"CACNA1C-IT1"
0,0,0,1,1,"AC023157.1"
0,0,0,0,0,"MEF2BNBP1"
0,0,0,0,0,"CCND2P1"
1,2,2,5,4,"TCP1P3"
0,0,0,0,0,"AL663061.2"
0,0,0,0,0,"KNOP1P1"
0,0,0,0,0,"AC048338.1"
0,0,0,0,0,"PARP11-AS1"
0,0,0,0,0,"AP001880.2"
12,6,14,14,15,"SLC5A8"
0,1,0,0,0,"AC079031.2"
0,0,0,0,0,"AC129102.1"
0,0,1,0,2,"AC084880.4"
0,0,0,0,0,"LINC02366"
0,0,0,0,0,"MTRNR2L7"
19,13,28,33,29,"AC022509.3"
0,0,0,0,0,"PSMC1P8"
0,0,0,0,0,"AC018410.1"
0,0,0,0,0,"AP002770.2"
0,0,1,1,0,"IQSEC3P1"
0,0,0,0,0,"A2ML1-AS2"
0,0,0,0,0,"LINC02419"
0,0,0,0,0,"GCNAP1"
10,20,24,19,24,"AC005840.3"
0,0,0,0,0,"AC090023.2"
436,569,742,917,844,"AP000851.1"
0,0,0,0,0,"AC008033.2"
0,0,0,0,0,"AC084819.1"
0,0,0,0,0,"ADGRA1-AS1"
0,0,0,1,1,"AP000763.4"
0,0,0,0,0,"KRT17P8"
13,18,23,21,52,"PPP1R14B-AS1"
0,0,1,0,1,"AC148477.3"
0,0,0,0,0,"AP003721.3"
0,0,0,0,0,"AP002518.2"
0,0,0,0,0,"AC026369.3"
4,0,3,0,3,"AC069503.2"
0,0,0,0,0,"AC055876.3"
1,5,2,2,6,"AC131009.2"
0,0,0,0,0,"AC079602.3"
0,0,0,0,0,"AL513165.2"
6,9,3,7,8,"AC018653.3"
7,9,5,9,14,"SNRPEP2"
0,0,0,0,0,"AC084375.1"
0,0,0,0,0,"LINC00508"
0,0,0,0,0,"AP000462.3"
2,3,5,9,2,"AC053513.2"
0,0,0,0,0,"AC092821.3"
0,0,0,0,0,"LIMS3"
0,0,0,1,5,"KHDC1L"
0,0,0,0,0,"AC134349.2"
2,0,1,2,0,"AC135782.1"
0,0,0,0,0,"AC008013.3"
0,0,0,0,0,"AC140847.3"
0,0,0,0,0,"AC023050.5"
0,0,0,0,0,"AC005833.2"
0,0,0,0,0,"LINC02378"
0,0,0,0,0,"AC084816.1"
0,1,0,1,0,"AC137590.1"
12,15,18,19,23,"AP000438.1"
0,0,1,0,0,"AC008115.2"
0,0,0,0,0,"AC027667.1"
0,0,0,0,1,"GPR142"
0,0,0,0,0,"AC022367.1"
0,0,0,0,0,"AP002383.4"
0,0,0,0,0,"SLC25A39P2"
0,2,0,0,0,"HP"
0,0,0,0,0,"HSPE1P20"
0,0,0,0,0,"AC008250.1"
0,3,1,1,3,"AC087241.2"
0,0,0,0,0,"AC023595.1"
52,49,69,96,118,"AC010186.3"
0,0,0,0,0,"AC025252.3"
0,2,2,2,1,"RARS1P1"
10,5,13,5,10,"AP002761.3"
0,0,0,0,0,"AC008011.2"
35,71,88,106,102,"SRSF3P1"
0,0,0,0,0,"AC016746.1"
0,0,0,0,0,"SLCO1B3-SLCO1B7"
0,2,0,0,1,"LINC02417"
1,2,0,3,0,"AP003721.4"
0,0,0,0,0,"LINC02282"
0,0,0,0,0,"C11orf97"
0,1,0,1,2,"AP001363.2"
5,10,7,9,8,"AC091078.1"
0,0,0,0,0,"AC022335.1"
0,0,0,1,1,"AL049844.1"
0,0,0,0,0,"LINC02703"
0,0,1,0,0,"AP001453.3"
0,0,0,0,0,"AP003170.5"
0,0,0,0,0,"RPL29P33"
0,0,0,0,1,"RPEP6"
0,0,0,0,0,"AC006512.2"
1,1,0,2,0,"AC073530.1"
69,61,86,89,99,"MIR200CHG"
38,41,35,41,47,"AP001453.4"
0,0,0,0,0,"AP003174.3"
50,81,131,195,126,"DENND11"
0,0,0,0,0,"AC016957.1"
0,0,0,0,0,"AC084361.1"
0,0,0,0,0,"AL161747.2"
0,0,0,0,0,"CLIP1-AS1"
0,0,0,0,0,"LRRC37A13P"
2090,2798,3122,3674,3922,"LSM14A"
0,0,0,0,0,"AC006581.1"
2,1,1,7,4,"NHLRC4"
0,1,0,0,0,"OR4F28P"
0,0,0,0,0,"AC090502.1"
0,1,1,0,0,"LINC02450"
0,0,0,0,0,"OR11H12"
0,0,0,0,0,"EEF1B2P4"
0,0,0,0,0,"AL356756.1"
0,0,0,0,0,"AC126615.2"
93,118,183,194,198,"RRN3P3"
0,0,0,0,0,"AC093025.1"
0,0,0,0,0,"KRT127P"
5,3,8,6,8,"FOXG1-AS1"
1,2,1,4,4,"CLLU1"
0,0,0,0,0,"AC006197.1"
0,0,0,0,0,"AC126177.1"
19,23,21,19,20,"ODC1-DT"
0,0,0,0,0,"LINC02874"
0,0,0,0,0,"TAS2R38"
0,0,0,0,1,"LINC02821"
0,0,0,0,0,"AL512310.1"
0,0,0,0,0,"AC079905.2"
0,2,1,2,1,"PGAM1P5"
0,0,0,0,0,"AL163973.2"
0,0,0,0,0,"AC018659.2"
1,0,1,0,0,"AC084033.1"
0,0,0,0,0,"MED15P6"
1,0,2,0,0,"LINC02451"
0,0,0,0,0,"AC079362.1"
88,109,132,163,116,"TMPO-AS1"
0,0,0,0,0,"AC125612.1"
0,0,0,0,0,"CR383658.2"
0,0,0,0,0,"AK6P2"
0,0,0,1,0,"CR383656.1"
24,34,34,43,50,"AC009318.1"
0,0,0,0,0,"AC103702.1"
1,0,2,5,1,"HMGN2P6"
0,0,0,0,0,"AC009135.1"
4,1,1,1,7,"AC025423.4"
0,0,0,0,0,"AC090502.2"
0,0,0,0,0,"AC004080.3"
0,0,0,0,0,"LINC02293"
0,0,0,0,0,"AC090709.1"
0,0,0,0,0,"LINC02385"
4,1,2,1,1,"AC126178.1"
2,2,1,5,3,"HNRNPA1P50"
0,0,0,0,0,"FAM205BP"
0,0,1,0,0,"AC025161.1"
0,1,1,0,1,"AC084398.2"
0,0,0,0,0,"AC112229.3"
2,0,1,0,0,"NACAP8"
479,622,777,843,1010,"GATC"
0,0,0,0,0,"LNCOG"
0,0,0,0,0,"PRXL2AP1"
0,0,0,0,0,"AC007569.1"
0,0,0,0,0,"AC079907.1"
0,0,0,0,0,"CR383656.2"
14,11,20,27,18,"AC079601.2"
0,0,0,1,0,"AC079584.2"
0,0,0,0,0,"AC090531.1"
0,0,0,0,0,"LINC02448"
0,0,1,0,1,"DYNLL1P4"
0,0,0,0,0,"AC078814.2"
0,0,0,0,0,"AC018448.1"
0,1,0,1,4,"AC090630.1"
0,0,0,0,0,"AC078922.1"
4,6,4,9,8,"LINC01619"
1,8,4,15,6,"AC020612.1"
0,0,0,1,0,"PHBP19"
2,11,10,7,2,"AC124947.1"
0,0,0,0,0,"AC131157.1"
0,0,0,0,0,"AC010202.1"
0,0,0,0,0,"AC008147.1"
2,5,7,2,4,"AC012150.1"
0,0,0,0,0,"LINC02388"
37,42,47,52,59,"AC008014.1"
0,1,0,0,0,"AC023511.1"
0,0,0,0,0,"AC136443.3"
0,0,0,0,0,"AC123905.1"
213,287,366,452,399,"ZNF271P"
0,0,0,0,0,"AC002375.1"
1,1,1,2,3,"AL928654.2"
39,36,63,45,51,"KIRREL3-AS1"
0,0,0,0,2,"AL162311.1"
0,0,0,0,0,"AL139020.1"
1,2,1,0,4,"AC092652.1"
0,1,0,0,0,"AC127164.1"
0,0,0,0,0,"AC009729.1"
0,0,0,0,0,"AC012464.1"
0,0,0,0,0,"AC013437.1"
3,5,2,3,3,"AL132780.1"
1,0,0,1,0,"AC089999.3"
0,0,0,0,0,"H3P35"
0,0,0,0,0,"AC068305.1"
0,0,0,0,0,"AC025423.5"
0,0,0,0,0,"AC117372.2"
0,0,0,0,1,"AC080011.1"
0,0,0,0,0,"AC093027.1"
0,0,0,2,1,"AC008147.2"
0,0,0,0,0,"HAUS8P1"
0,0,0,0,0,"FAHD2P1"
36,54,63,74,55,"AC073896.2"
0,1,1,2,1,"AL162311.2"
0,0,0,0,0,"AC090017.1"
0,0,0,0,0,"AL589743.2"
0,1,0,0,0,"ZBED6"
3,5,5,7,14,"AC087311.1"
0,0,0,0,0,"AC008127.1"
1,1,1,0,3,"AC138123.1"
0,0,0,0,0,"AC123904.2"
0,0,0,0,0,"AC138360.1"
0,1,2,2,1,"AC012555.1"
0,0,1,0,0,"AC011611.2"
0,0,0,0,0,"RACGAP1P"
0,0,0,0,0,"HNRNPA1P69"
21,22,32,40,45,"MGAM"
0,1,0,0,2,"PRELID2P1"
184,284,299,289,362,"AC068888.1"
0,0,0,0,3,"AL928654.3"
8,5,6,4,3,"AC025165.2"
0,0,0,0,0,"AC055716.1"
0,0,0,0,0,"LINC02413"
0,0,0,0,1,"AC011603.2"
0,0,1,0,0,"AC027287.1"
144,179,227,345,285,"AC048341.1"
0,0,0,0,0,"AC008770.1"
0,0,0,0,0,"BNIP3P6"
1,1,3,2,0,"AC073863.1"
0,0,0,0,0,"AC123567.1"
0,0,0,0,0,"VENTXP3"
101,110,138,164,182,"FNTB"
0,0,0,0,0,"AC138969.4"
0,0,0,0,0,"AC063924.1"
0,0,0,0,0,"AC012038.1"
3,6,6,4,8,"AC079601.3"
0,0,0,0,0,"AC025154.1"
0,0,0,0,0,"AC023509.1"
0,0,0,0,0,"MIR3179-2"
1,1,0,1,0,"AC009779.1"
1,3,1,3,0,"AC025257.1"
0,0,0,0,0,"AC107016.1"
0,2,1,7,4,"AC023055.1"
0,1,0,0,0,"AC126763.1"
0,0,0,0,0,"AC126177.2"
0,0,0,0,0,"AL512310.2"
0,0,0,0,0,"AC126177.3"
0,0,0,0,0,"AC023161.1"
0,0,0,0,0,"KRT126P"
0,0,0,0,1,"AC008740.1"
0,0,0,0,0,"AC107016.2"
1,0,0,0,0,"AC079600.1"
0,0,0,0,0,"AC009803.1"
0,0,0,0,0,"AC092375.1"
0,0,0,0,0,"AC089984.1"
0,0,0,0,0,"AC034102.2"
0,0,0,0,0,"OR6C73P"
0,0,0,0,0,"AC084364.2"
0,0,0,0,0,"AC126177.4"
0,0,0,0,0,"AC074031.1"
0,0,0,0,0,"AC089998.1"
0,0,0,0,0,"AL512310.3"
20,31,28,29,30,"AC004241.1"
0,0,0,0,0,"AC073525.1"
0,0,0,0,0,"AC087311.2"
0,0,0,0,0,"AC011595.1"
1,1,2,3,1,"AC068305.2"
0,0,0,0,0,"SETP7"
16,14,29,31,46,"ZNF878"
1,0,0,0,0,"AC034102.3"
0,0,0,0,0,"AC004551.1"
7,1,2,2,3,"AC011611.3"
0,0,0,0,0,"AC025575.1"
0,0,0,0,0,"AC009320.1"
0,0,0,0,0,"AC069437.1"
0,0,0,0,0,"AC125611.1"
0,0,0,0,0,"ELOCP32"
0,0,0,1,0,"PPFIA2-AS1"
0,0,0,0,0,"AC007656.1"
0,0,0,0,0,"AL355112.1"
0,0,0,0,0,"AC027288.1"
2,1,1,4,2,"AC068888.2"
0,0,0,0,0,"LINC02459"
0,0,0,0,0,"LINC01154"
0,0,0,1,0,"MRPL2P1"
0,0,2,0,0,"LINC02354"
17,14,24,24,19,"AC010203.1"
0,0,0,0,0,"AL512310.4"
0,0,0,0,0,"AC004217.1"
0,0,0,0,0,"KRT73-AS1"
0,0,0,1,7,"AC025031.1"
1,4,6,5,7,"AC121761.1"
0,0,0,0,0,"AC055736.1"
0,0,0,0,0,"AC007424.1"
0,0,0,0,0,"CYB5AP5"
0,0,0,0,0,"LINC02297"
0,0,0,0,0,"AC133555.1"
1,0,0,1,1,"LINC02373"
7,6,11,12,9,"AC073487.1"
0,0,0,0,0,"LINC02402"
24,21,25,34,47,"AC084824.2"
0,0,0,0,0,"AC124947.2"
0,0,1,0,0,"NPIPB1P"
0,0,0,0,0,"AC117505.1"
0,0,0,0,0,"AC011601.1"
0,0,0,0,0,"AC026765.2"
0,0,0,0,0,"AC078880.1"
0,0,0,0,0,"AL132857.1"
0,0,0,0,0,"AL133166.1"
0,0,0,0,0,"LINC02326"
5,6,5,5,12,"AL157935.3"
3,2,1,0,5,"AC107032.2"
0,0,0,0,0,"AC126755.3"
0,0,0,0,0,"KRT8P19"
0,0,0,0,0,"RPL36A-HNRNPH2"
0,2,3,0,2,"AC048344.1"
0,0,0,1,0,"AC008147.3"
0,5,5,7,4,"AC023794.6"
6,8,4,2,4,"HSPA8P14"
0,0,0,0,0,"LINC02403"
0,0,0,0,0,"OR7E47P"
0,0,0,0,0,"AC063948.1"
1,0,0,1,0,"AC079385.1"
1,0,0,0,0,"AC078929.1"
3,0,3,4,1,"AC023509.2"
0,0,0,0,0,"HLX-AS1"
12,8,10,4,10,"AC034102.4"
37,48,45,55,67,"LINC02298"
5,15,12,20,13,"PPP1R12A-AS1"
0,0,0,0,0,"CR383656.3"
0,0,0,0,0,"AC126755.4"
2,10,5,11,16,"AC068993.1"
0,0,0,0,0,"AC079035.1"
0,0,0,0,0,"GSTP1P1"
0,0,0,0,0,"AC020612.2"
0,0,0,0,0,"AC008127.2"
8,15,16,5,16,"HSPD1P4"
0,0,1,0,0,"AC007540.2"
0,0,0,0,0,"AC008055.1"
0,0,1,0,0,"LINC01475"
1,0,4,2,2,"LINC00609"
0,1,0,0,0,"AC018448.2"
0,0,0,0,0,"AC136188.1"
1,1,2,2,3,"AC025154.2"
4,5,10,5,6,"ZNF625"
2,6,7,11,5,"GALNT4"
0,1,2,1,5,"LINC02356"
0,0,0,0,0,"SCAT2"
4,5,8,19,11,"OVCH1-AS1"
0,0,0,0,0,"AC010183.1"
9,5,1,7,6,"AC027288.2"
1,3,5,3,3,"AC073611.1"
3,3,5,3,5,"AC073957.2"
0,0,0,0,0,"AC091515.1"
0,2,2,1,0,"AC010182.1"
0,0,0,0,0,"MIR4307HG"
6,5,3,5,3,"AC084032.1"
0,0,0,0,0,"AL133304.1"
0,1,1,2,0,"AC055716.2"
622,679,749,847,966,"PSMA3-AS1"
0,0,0,0,0,"AL512356.1"
0,0,0,0,0,"AC004024.1"
0,0,0,0,0,"AC006199.1"
0,0,0,0,0,"AC079310.1"
0,1,0,0,1,"CR383656.4"
0,0,0,0,0,"G2E3-AS1"
0,0,0,0,0,"AC005632.2"
0,0,0,0,0,"AC011313.1"
0,2,0,0,1,"AC084824.3"
0,0,0,0,0,"CR383656.5"
0,0,0,0,0,"AC087897.1"
0,0,0,0,0,"AC124312.2"
0,0,0,0,0,"CYCSP30"
0,0,0,0,0,"METTL7AP1"
1,0,5,2,1,"AC117498.2"
0,0,0,0,0,"AC125603.1"
0,1,1,0,1,"AC079950.1"
0,0,0,0,0,"AC004217.2"
5,2,6,2,0,"ADCY6-DT"
0,0,0,0,0,"EIF4A1P12"
3,4,2,0,7,"AC025259.1"
0,0,0,0,0,"RSL24D1P5"
8,9,11,12,16,"CBX3P5"
0,0,0,0,0,"AC084033.2"
44,70,71,82,69,"KRT7-AS"
0,0,0,0,0,"CR383656.6"
5,5,9,3,4,"AC020629.1"
3,11,14,23,25,"BTBD10P1"
0,0,0,0,0,"LINC02464"
0,0,0,0,0,"AC016144.1"
12,22,31,29,33,"AC025265.1"
0,0,0,0,0,"AC090503.1"
0,0,0,0,2,"LINC02463"
0,0,0,0,0,"AC079600.2"
0,0,0,0,0,"AC133555.2"
0,1,1,0,2,"AC010203.2"
38,42,45,55,40,"GIHCG"
0,0,0,0,0,"AC055716.3"
144,163,173,199,201,"LBX2-AS1"
0,0,0,0,0,"AC068643.1"
125,109,143,162,179,"INAFM1"
0,0,0,0,1,"AC079385.2"
2,0,0,1,0,"AC007298.1"
6,13,23,16,13,"CPNE8-AS1"
0,0,0,0,0,"ILF2P2"
0,0,0,0,0,"CR383656.7"
0,0,0,0,0,"CHCHD3P2"
0,0,0,0,0,"LINC02399"
0,0,0,0,0,"AC078880.2"
176,176,196,226,279,"CNPY2"
0,0,0,0,0,"AC090679.2"
0,0,0,0,0,"LSM6P2"
0,0,0,0,0,"CR383656.8"
0,0,0,1,0,"AC089983.1"
0,4,2,3,1,"AC090115.1"
0,0,0,0,0,"AC025265.2"
0,0,0,0,0,"AC009248.1"
0,0,0,0,1,"AC073896.3"
0,0,0,0,0,"LINC01490"
27,57,123,173,90,"MGAM2"
0,0,0,0,0,"AC138123.2"
0,0,0,0,0,"LINC02426"
0,0,0,0,0,"LINC02281"
0,0,0,0,0,"LINC02445"
0,0,0,0,0,"AL512310.5"
0,0,1,1,0,"AC091516.1"
0,0,0,0,0,"AC012555.2"
0,0,0,0,0,"LINC02386"
0,0,0,0,0,"OR6C7P"
0,0,0,0,0,"KRT18P20"
1,0,2,0,1,"AL357153.2"
0,0,2,1,2,"AC078860.2"
0,0,0,0,0,"LINC02401"
0,0,0,0,0,"OR5BK1P"
0,0,0,0,0,"AC020656.1"
0,0,0,0,0,"AC025265.3"
0,0,0,0,0,"AC002996.1"
0,0,0,0,0,"AC026401.1"
0,0,0,0,0,"LINC02395"
0,0,1,1,1,"ST13P3"
0,1,0,0,0,"AC022507.1"
0,0,0,0,0,"AC078814.3"
0,0,0,0,0,"GLYCAM1"
0,0,0,0,0,"AC009387.1"
0,0,0,0,0,"LINC02400"
0,0,0,0,0,"AKIRIN1P1"
0,0,0,0,0,"AC112481.1"
3,3,2,0,1,"EIF4A1P4"
0,0,0,0,0,"OR5BJ1P"
0,0,0,0,0,"AC039056.1"
11,24,38,56,36,"FNBP1P1"
0,0,0,0,0,"AC089984.2"
0,1,1,3,3,"AC010200.1"
0,0,0,0,0,"AC003686.1"
3,3,0,1,2,"AC073573.1"
0,1,2,1,1,"AC034102.5"
1,8,7,2,4,"AC090525.2"
33,45,49,42,56,"PRANCR"
0,1,3,2,1,"AC026765.3"
4,2,4,2,6,"C1GALT1P1"
0,0,0,0,0,"MRPS6P4"
0,0,0,0,0,"AC092552.1"
0,2,0,0,0,"AC068789.1"
0,0,0,0,0,"CR383656.9"
0,0,0,0,0,"AL133304.2"
30,36,46,53,38,"AC121757.1"
6,6,16,20,7,"AC021066.1"
2,1,0,0,1,"AL136418.3"
0,0,0,0,0,"AC073591.1"
0,0,0,0,0,"AC089998.2"
1,0,0,1,1,"OTOAP1"
10,13,7,9,13,"AC011611.4"
0,0,0,0,0,"LINC02588"
0,0,0,0,0,"KRT90P"
0,0,0,0,0,"LINC02294"
1,1,0,0,0,"AL512310.6"
0,0,0,0,0,"LSM3P2"
0,0,0,0,0,"AC074029.1"
1,3,2,1,1,"AC012038.2"
19,27,39,32,44,"HNRNPA3P10"
0,0,1,0,0,"AC048344.2"
0,0,0,0,0,"MED15P1"
0,0,0,0,0,"AC126471.1"
0,0,0,0,0,"MTND1P24"
0,0,0,2,0,"CASC18"
0,0,0,0,0,"AC068643.2"
0,0,0,0,0,"AC090049.1"
0,0,0,0,0,"AC025030.1"
0,0,0,0,0,"AC090022.2"
0,0,0,0,0,"AL139023.1"
0,0,0,0,0,"AC027287.2"
