"HBCx14_Cisplatin1","HBCx14_Cisplatin2","HBCx14_Cisplatin3","HBCx14_Cisplatin4","HBCx14_Cisplatin5","Symbol"
0,0,0,0,1,"BDP1P"
0,0,0,0,0,"MIR4511"
0,0,0,0,0,"AC093484.2"
0,0,0,0,0,"MIR4505"
1,1,1,1,1,"DPRXP4"
0,0,0,0,0,"MIR3689C"
0,3,1,0,1,"TTC39C-AS1"
0,0,0,0,0,"MIR3924"
0,0,0,0,0,"AC032019.1"
0,0,0,0,0,"AC110921.2"
0,0,0,0,0,"MIR3131"
0,0,0,1,0,"MIR3198-1"
0,0,0,0,0,"MIR3141"
0,0,0,1,0,"MIR4295"
0,0,0,0,0,"MIR4772"
0,0,0,0,0,"AC098850.2"
0,0,0,0,0,"RN7SL237P"
1,0,1,0,0,"AC145207.8"
1,2,2,0,2,"AC016876.3"
0,0,0,0,0,"MIR4420"
0,0,0,0,0,"PPIAP14"
0,0,0,0,0,"MIR4537"
0,0,0,0,0,"AC005722.4"
0,0,0,0,0,"MIR3148"
0,0,0,0,0,"AC021382.1"
0,0,0,0,0,"AC004147.3"
0,0,0,0,2,"MIR4637"
0,0,0,0,0,"MIR4771-1"
0,0,0,0,0,"MIR5009"
0,0,0,0,0,"MIR4294"
3,0,0,1,0,"ERVFRD-3"
0,0,0,0,0,"MIR5191"
0,0,0,0,0,"MIR378C"
11,12,5,16,5,"AC068025.1"
0,0,0,0,0,"AL035702.1"
0,0,0,0,0,"MIR4441"
1,4,1,0,4,"AC132938.3"
0,0,1,0,0,"AC113554.1"
0,1,0,0,0,"MIR1273C"
0,0,0,0,0,"MIR3154"
0,0,0,0,0,"MIR5571"
0,0,0,0,0,"AC091588.2"
0,0,0,0,0,"AC087749.2"
1,0,0,1,2,"RN7SL468P"
0,0,0,0,0,"AC099677.4"
0,0,0,0,0,"VN1R71P"
0,0,0,0,0,"RN7SL404P"
0,0,0,0,0,"AP001180.4"
1,4,1,0,0,"AC119868.1"
0,0,0,0,0,"MIR4310"
0,1,0,0,0,"AC011933.2"
0,0,0,0,0,"MIR5696"
0,0,0,1,0,"DSG2-AS1"
0,0,0,0,0,"AC097641.1"
0,1,0,0,0,"RN7SL45P"
2,2,0,0,1,"MIR3613"
0,0,0,0,0,"AC068112.1"
0,0,0,0,0,"AC087499.6"
0,1,0,0,1,"AP005209.1"
0,0,0,0,0,"RN7SL690P"
0,0,0,0,0,"AP005901.2"
0,0,0,0,0,"AL358013.1"
0,0,0,0,0,"NOS2P4"
0,0,0,0,1,"AC006141.1"
0,0,0,0,0,"MIR3921"
1,0,1,0,0,"MIR3616"
0,0,0,0,0,"MIR5701-3"
0,0,0,0,0,"MIR4494"
0,0,0,0,0,"PRELID3BP3"
0,0,0,0,0,"RN7SL525P"
0,0,0,0,0,"AC022069.1"
0,0,0,0,0,"AC015845.1"
0,0,0,0,0,"RN7SL230P"
36,46,71,79,67,"AC018521.5"
0,0,0,0,0,"MIR4540"
0,1,0,0,0,"AC090772.1"
0,0,0,0,0,"MIR378F"
0,0,0,0,0,"AC131055.1"
0,0,0,1,0,"MIR3138"
0,0,0,0,0,"AC115989.1"
0,0,0,0,0,"RN7SL190P"
0,0,0,0,0,"MIR4265"
0,0,2,1,2,"AC100830.2"
1,0,1,0,0,"SNORD3C"
0,0,0,0,0,"MIR4474"
0,1,3,1,4,"SH3GL1P2"
5,0,1,8,1,"MIR3181"
3,7,7,5,3,"PRR29-AS1"
12,10,26,26,20,"AC138761.1"
2,0,2,0,0,"ALOX12P1"
0,1,0,1,0,"MIR4730"
0,0,0,0,0,"RN7SL440P"
4,4,6,7,0,"AP001033.3"
0,0,0,0,0,"MIR5094"
2,2,1,0,1,"AC090844.2"
8,6,4,7,7,"AC131274.3"
0,0,1,0,0,"PRR13P4"
0,0,0,0,0,"MIR4789"
0,0,0,0,0,"MIR4431"
0,0,0,0,0,"RN7SL630P"
1,0,0,1,0,"MIR4436B1"
0,0,0,0,0,"AC015563.3"
0,0,0,0,0,"MIR5691"
0,0,0,0,0,"AC124804.1"
0,0,0,0,0,"MIR5092"
0,0,0,0,0,"AC005549.1"
0,0,0,0,0,"SNORD92"
0,0,0,0,0,"AP004146.1"
1,0,0,0,0,"MIR5089"
0,0,0,0,0,"MARCHF10-DT"
0,0,0,0,0,"MIR4780"
0,0,0,0,0,"MIR548W"
0,0,0,0,0,"MIR4327"
1,1,0,0,3,"AC011825.4"
6,2,2,2,3,"AC087301.1"
0,0,0,0,0,"MIR3160-1"
0,0,0,0,0,"AP005901.3"
363,343,414,451,390,"AGAP12P"
0,0,0,0,0,"NCOR1P2"
0,0,0,0,0,"AC012087.1"
0,0,0,0,0,"AC234063.2"
0,0,0,0,0,"RN7SL262P"
0,0,0,0,0,"PMM2P1"
0,0,0,0,0,"AC015688.3"
0,0,0,0,0,"AC068418.2"
0,0,0,0,0,"AC004253.2"
0,0,0,0,0,"RN7SL622P"
13,19,11,19,21,"AC145343.1"
0,0,0,1,0,"MIR548S"
0,0,0,0,0,"MIR4765"
0,0,0,0,0,"PPY2P"
0,0,0,0,0,"AC061709.1"
0,0,0,0,0,"MIR4692"
0,0,0,0,0,"AP002409.1"
1,1,3,5,3,"AC010761.2"
0,0,0,0,0,"MIR3622B"
0,0,0,0,0,"RN7SL664P"
0,0,0,0,0,"MIR3691"
0,0,0,0,0,"MIR4655"
0,0,0,0,0,"AP001496.2"
0,0,0,0,0,"MIR4484"
0,0,0,0,0,"RN7SL246P"
0,0,0,1,0,"AC007922.3"
12,8,12,8,13,"FTLP12"
7,4,13,5,13,"C1QTNF1-AS1"
0,0,0,0,0,"RBM22P1"
0,0,0,0,0,"MIR4510"
0,0,0,0,0,"AC090774.1"
1,4,4,5,3,"AC005332.1"
0,0,0,0,0,"AC091027.1"
1,0,0,0,0,"MIR3942"
202,111,210,258,154,"GJA5"
0,0,0,0,0,"MIR4731"
5,0,6,8,2,"MIR3153"
0,0,0,0,0,"AC026474.1"
0,0,0,0,0,"AC011824.1"
0,0,0,0,0,"AC134669.1"
0,0,0,0,0,"AC068594.1"
0,1,0,0,0,"RN7SL200P"
0,0,0,0,0,"AC011824.2"
0,0,0,0,0,"AC004448.3"
0,0,0,0,1,"AC016866.2"
0,0,0,0,0,"MIR3190"
0,0,0,0,0,"MIR5687"
0,0,0,0,0,"AC124283.4"
0,0,0,0,0,"MIR3192"
0,0,0,0,0,"AC005899.4"
0,0,0,0,0,"MIR4301"
0,0,0,0,0,"RN7SL451P"
0,0,0,0,0,"MIR133A1HG"
1,0,0,0,0,"MIR548AM"
0,0,0,0,0,"SNORD53"
21,24,40,29,26,"TSPOAP1-AS1"
0,0,0,0,0,"MIR151B"
9,3,12,15,6,"LRRC37A7P"
2,0,0,0,1,"MIR5003"
0,0,0,0,0,"CDRT8"
0,0,0,0,0,"MIR2681"
0,0,0,0,0,"MIR4307"
0,0,0,0,0,"AC005726.3"
0,0,0,0,0,"RN7SL667P"
0,0,0,0,0,"MIR4262"
0,0,0,0,0,"AP005202.1"
6,4,1,3,3,"MIR3202-1"
0,4,2,2,2,"MIR4728"
0,4,2,3,0,"AP000894.2"
0,0,0,0,0,"MIR4790"
6,6,4,10,2,"MIR4674"
0,0,0,0,0,"SRP72P1"
17,14,19,24,19,"SNORD3B-1"
0,0,1,1,0,"AP001496.3"
709,520,675,962,765,"ANXA8"
0,0,0,0,0,"MIR3923"
0,0,0,1,0,"AL359922.2"
0,0,0,0,0,"MIR4312"
0,0,0,0,0,"MIR4677"
0,0,0,0,2,"RBP3"
0,0,0,0,0,"AC090772.2"
0,0,0,0,0,"AC010761.3"
0,0,0,0,0,"AC004687.1"
0,0,0,0,0,"MIR4486"
0,0,0,0,0,"MIR3684"
0,0,0,0,0,"MIR4283-2"
0,0,0,0,0,"MIR4269"
0,0,0,0,0,"AC090358.1"
0,0,0,0,0,"AC103810.2"
2,2,3,5,1,"AC079336.2"
0,0,0,0,0,"MIR548AI"
0,0,0,0,0,"MIR4699"
0,0,0,0,0,"ABBA01006766.1"
0,0,0,0,0,"SNORD84"
0,0,0,0,0,"MIR3142"
0,0,0,0,0,"AC114689.2"
3719,3156,3954,4784,3843,"RBM8A"
0,0,0,0,0,"IGLJCOR18"
1,0,1,1,0,"AC129926.1"
0,0,0,0,0,"MIR4472-1"
0,0,0,0,0,"MIR4288"
5,5,2,2,0,"MIR3132"
0,0,0,0,0,"MIR4446"
3,12,8,5,2,"AC015917.2"
0,0,0,0,0,"AP005263.1"
0,0,0,0,0,"MIR4686"
0,0,0,0,0,"RN7SL74P"
0,0,0,0,0,"AC027575.1"
0,1,0,0,1,"TRMT112P3"
0,0,0,0,0,"AC233702.5"
0,0,0,1,0,"RN7SL693P"
0,0,0,0,0,"PGDP1"
0,0,0,0,1,"CLUHP6"
0,0,0,0,0,"MIR3935"
7,0,0,5,3,"AC005828.4"
0,0,0,0,0,"MIR4770"
0,1,0,0,0,"AC005726.4"
0,0,0,0,0,"AC104996.1"
0,0,0,0,0,"MIR4710"
0,0,0,0,0,"ARGFXP2"
0,0,1,0,0,"FEM1AP2"
0,0,0,4,0,"AC132812.1"
0,0,0,0,0,"MIR548AD"
0,0,0,0,0,"AC099850.3"
0,0,0,0,0,"MIR3650"
1,0,2,1,1,"MIR3195"
0,0,0,0,0,"LINC01476"
0,0,0,0,0,"RN7SL199P"
0,0,0,0,0,"AP005059.2"
0,0,0,0,0,"RN7SL847P"
1,5,1,3,3,"MIR4263"
0,0,0,0,0,"MIR3118-2"
0,0,0,0,0,"RN7SL411P"
0,0,0,0,0,"MIR548AB"
0,0,0,0,0,"MIR4524B"
0,0,0,0,1,"MIR3137"
0,0,1,0,0,"AC130324.2"
0,0,0,0,0,"AC079336.3"
0,0,0,0,0,"OR4K7P"
1,0,0,1,0,"AC011933.3"
1,0,0,1,0,"MIR5188"
0,0,0,0,0,"MIR4291"
14,10,15,21,14,"AC118755.2"
0,0,0,0,0,"LINC01899"
2367,2079,2585,2913,2455,"TIMM23"
0,0,0,2,0,"MIR3136"
0,0,0,0,0,"AC004147.4"
0,0,0,0,0,"MIR4493"
0,0,0,1,0,"AC004231.3"
11,14,22,19,12,"GLUD1P2"
0,0,0,0,0,"MIR4476"
0,0,1,1,0,"PCAT18"
0,1,0,0,0,"MIR4682"
0,0,0,0,0,"MIR4675"
0,0,0,0,0,"MIR3180-2"
3,0,2,4,2,"LINC01908"
0,0,0,0,0,"MIR4679-2"
0,0,0,0,0,"MIR466"
0,0,0,0,0,"AC012572.3"
0,0,0,0,0,"AC079070.1"
10,8,3,5,3,"RN7SL219P"
0,0,0,0,0,"RN7SL391P"
0,0,3,0,0,"MIR4999"
0,0,0,0,0,"MIR4252"
17,12,27,21,12,"AC084125.4"
1,0,0,0,0,"AC104984.3"
2,1,1,4,2,"MIR3944"
0,0,0,0,1,"MIR3128"
1,0,1,1,0,"AP005329.2"
0,0,0,0,0,"AC005244.2"
25,51,74,69,39,"AC093484.3"
0,0,0,0,0,"RSL24D1P9"
8,6,19,17,9,"MIR4324"
0,0,0,0,0,"AC009084.1"
0,0,0,0,0,"RN7SL656P"
2,0,0,0,0,"AP001094.2"
0,0,0,2,0,"AC099850.4"
7,6,4,2,2,"AP005119.2"
0,0,0,0,0,"MIR4261"
0,0,0,0,0,"MIR4779"
0,0,0,0,0,"AC016601.1"
0,0,0,0,0,"MIR4684"
0,0,0,0,0,"MIR4652"
0,0,0,0,0,"AC005909.1"
1,0,0,0,0,"AC006441.2"
0,0,0,0,0,"MIR4782"
0,0,0,0,0,"MIR4308"
0,0,0,0,0,"MIR4447"
0,0,0,0,0,"MIR3121"
0,0,0,0,0,"AP005212.1"
0,0,0,0,0,"RN7SL811P"
0,0,0,0,0,"MIR3941"
0,0,0,0,0,"AC127024.3"
0,0,0,0,0,"MIR4733"
0,0,0,0,1,"AC005703.3"
0,0,0,0,0,"MIR4502"
3,8,4,3,0,"AC012447.1"
35,31,37,45,33,"MIR3682"
0,0,0,0,0,"AC026254.1"
0,0,0,0,0,"MIR3672"
25,37,46,46,18,"AC132938.4"
1,1,0,1,0,"AC015910.1"
1,3,2,0,2,"MIR3680-1"
2,1,3,2,0,"MIR4768"
0,0,0,0,0,"POLR3KP2"
0,0,0,0,0,"MIR548AQ"
0,0,0,0,0,"AC022655.2"
0,1,1,0,1,"AC010761.4"
0,0,0,0,0,"AP000915.2"
6,6,7,14,5,"AC107982.3"
11,11,16,15,10,"DTX2P1-UPK3BP1-PMS2P11"
0,1,0,0,0,"KRT18P55"
0,0,0,0,0,"MIR4443"
0,0,0,0,0,"AC091691.2"
1,1,1,0,0,"LINC01915"
0,0,0,0,0,"RN7SL518P"
0,0,0,0,0,"AP001021.2"
0,0,0,0,0,"AC005358.1"
0,2,1,0,0,"AP001178.2"
904,790,1001,1281,989,"RNF115"
0,0,0,0,0,"AC005304.2"
0,0,3,0,0,"AC100778.3"
0,0,0,0,0,"MIR3156-2"
0,0,0,0,0,"MIR1269B"
0,0,0,0,0,"MIR4435-1"
0,0,0,0,0,"MIR4436A"
0,0,0,0,0,"AC020558.2"
0,0,0,0,0,"LINC01892"
0,0,0,0,0,"AC015922.2"
0,0,0,0,0,"MIR548V"
2,0,0,0,0,"MIR5697"
0,0,0,0,0,"MIR4304"
0,0,0,0,0,"MIR5690"
0,0,0,0,0,"FCGR1CP"
0,0,0,0,0,"AC114689.3"
0,0,0,0,0,"RN7SL475P"
0,0,0,0,0,"MIR3180-1"
0,0,0,0,0,"MIR4421"
3,1,2,7,1,"MIR3164"
0,0,0,0,0,"H3P41"
1,1,0,0,0,"AC015845.2"
0,0,0,0,0,"AC011824.3"
0,0,2,0,0,"AP005403.1"
0,0,0,0,0,"AC217774.1"
1,0,0,0,0,"AC104961.1"
0,0,0,0,0,"AP005271.1"
0,0,0,0,0,"LINC01903"
0,0,0,0,1,"MIR3918"
0,0,0,0,0,"RN7SL652P"
0,0,0,0,0,"MIR1268B"
0,0,0,0,0,"PIGPP4"
0,0,0,0,0,"MIR3143"
3,6,7,9,4,"RN7SL605P"
0,0,0,0,0,"WDR45BP1"
0,0,0,0,0,"AC023301.1"
0,0,0,1,0,"MIR3978"
0,0,0,0,0,"MIR5708"
30,18,30,39,33,"CFAP298-TCP10L"
0,0,0,0,0,"NPM1P45"
0,0,0,0,0,"MIR4756"
0,0,0,0,0,"MIR3659"
0,0,0,0,0,"MIR5707"
0,0,0,0,0,"MIR4471"
0,0,0,0,0,"MIR4695"
0,0,0,0,0,"MIR4539"
0,0,0,0,0,"AC011193.2"
0,0,0,0,0,"MIR548AG2"
0,1,0,0,1,"AC002094.2"
0,0,0,0,0,"MIR3139"
1,0,2,0,0,"AC104564.5"
0,0,0,0,0,"AC139085.1"
2,4,2,8,0,"BX547991.2"
0,0,0,0,0,"BNIP3P3"
0,0,0,0,0,"MIR3612"
0,0,0,0,0,"AC090415.1"
0,1,0,0,0,"MIR3929"
0,0,0,0,0,"AC119868.2"
0,0,0,0,0,"AC087399.1"
0,0,0,0,0,"TUFMP1"
0,0,0,0,0,"RN7SL279P"
0,0,0,0,0,"MIR548AK"
0,0,0,0,0,"AC106037.3"
0,0,0,0,0,"MIR3151"
0,0,0,0,0,"MIR3690"
0,0,0,0,0,"MIR4664"
0,0,0,0,0,"AC005544.2"
29,14,19,32,15,"RARA-AS1"
0,0,0,0,0,"MIR548AJ1"
0,0,0,0,0,"AC016382.1"
0,0,0,0,0,"AP000894.3"
0,0,0,0,0,"MIR4508"
1,0,0,0,0,"RN7SL708P"
1,3,4,1,1,"AC129510.1"
68,80,57,95,72,"RPL17"
0,0,0,0,0,"MIR4267"
13,18,18,16,9,"SYPL1P2"
0,0,0,0,0,"RN7SL378P"
86,94,91,94,87,"MAFG-DT"
0,0,0,0,0,"AC024614.2"
0,0,0,0,0,"AC074143.1"
0,0,0,0,0,"MIR4460"
1,0,1,6,2,"LINC01970"
0,0,0,0,0,"AC026271.3"
0,0,0,0,0,"MIR4774"
0,0,0,0,0,"AC011824.4"
0,0,0,0,0,"LARP7P3"
0,0,0,0,0,"MIR548AE2"
0,3,6,7,2,"AC005821.1"
0,0,3,0,0,"SNORD53B"
0,0,0,0,0,"AC027216.1"
0,1,0,0,0,"AC023389.3"
0,0,0,0,0,"AC103808.3"
0,0,0,0,1,"MIR4681"
0,0,0,0,0,"MIR4284"
0,0,0,0,0,"MIR3144"
1,0,0,0,0,"RN7SL648P"
1,0,0,2,2,"AP001099.1"
1,0,1,0,1,"SNORA74C-1"
0,0,0,0,0,"MIR4438"
0,0,0,0,0,"RN7SL5P"
0,0,0,0,0,"AP006565.1"
0,0,0,0,0,"AC104984.4"
0,0,0,0,0,"RN7SL339P"
0,0,0,0,0,"AC138207.5"
0,0,0,2,0,"MIR4427"
1,0,0,0,0,"RN7SL375P"
0,0,0,0,0,"KYNUP2"
0,1,0,1,0,"AC135178.4"
26,24,19,36,21,"AC090772.3"
0,0,0,0,0,"AC015878.1"
0,0,0,0,0,"AC010754.1"
2,0,3,1,1,"RN7SL444P"
0,0,0,0,0,"LINC01900"
97,94,92,146,112,"ZNF488"
0,0,0,0,0,"CXADRP3"
0,0,0,0,0,"MIR4506"
0,0,0,0,0,"AC004147.5"
0,0,0,0,0,"MIR3670-3"
0,0,0,0,0,"RN7SL624P"
0,1,0,2,0,"AC018413.1"
0,0,0,0,0,"AC090415.2"
1,0,0,4,0,"AC006441.3"
0,0,0,0,0,"LINC01906"
0,0,0,0,0,"CYP4F35P"
0,0,0,0,0,"NOS2P1"
0,0,0,0,0,"MIR4330"
0,0,0,0,0,"RNASEH1P1"
0,0,0,0,0,"AC127024.4"
0,0,0,0,0,"MIR3118-4"
0,0,0,0,0,"AC005899.5"
0,1,1,0,0,"AC138207.6"
0,0,1,0,0,"AC090844.3"
26,25,27,26,34,"AC022211.4"
0,0,0,0,0,"AC069366.2"
3,2,1,2,3,"RN7SL49P"
51,58,41,48,43,"MIR4292"
1916,1487,1891,2250,1978,"SEC22B"
0,0,1,0,0,"MIR3907"
0,0,0,0,0,"RN7SL300P"
0,0,0,0,0,"RN7SL376P"
0,0,0,0,0,"AC099677.5"
88,65,81,118,121,"FSBP"
0,0,0,0,0,"EEF1E1-BLOC1S5"
0,0,0,0,0,"MIR3177"
0,0,0,0,0,"MIR4422"
3,0,0,2,1,"MIR3939"
0,0,0,0,0,"MIR548AG1"
0,0,0,0,0,"MIR3123"
0,0,0,0,0,"AC130289.1"
0,0,0,0,0,"CCND3P2"
0,1,1,0,0,"AC010761.5"
0,0,0,0,0,"MIR548X"
0,0,0,0,0,"LINC01029"
0,0,0,0,0,"AC100863.1"
0,0,0,0,0,"AC024267.5"
0,0,0,0,0,"MIR4276"
0,0,0,0,0,"MIR4287"
0,0,0,0,0,"MIR3689D1"
0,0,0,0,0,"MIR4797"
0,0,0,0,0,"AL353996.1"
0,0,0,0,0,"MIR4514"
0,0,0,0,0,"MIR5704"
0,0,0,0,0,"MIR4495"
0,0,0,0,0,"GPR160P2"
0,0,0,0,0,"MIR4516"
1,0,0,1,0,"MIR3174"
0,0,0,0,0,"MIR3689A"
0,0,0,0,0,"MIR4289"
0,1,0,1,1,"MIR4489"
0,0,0,0,0,"MIR3914-1"
0,0,0,0,0,"MIR4748"
0,0,0,0,0,"PDLIM1P2"
0,1,0,0,2,"RN7SL73P"
0,0,0,0,0,"AC060771.1"
0,0,0,0,0,"RN7SL783P"
1,3,1,2,1,"DSCAS"
0,0,0,0,0,"AC233699.2"
0,0,0,0,0,"RN7SL311P"
0,0,0,0,0,"RN7SL357P"
0,0,0,0,0,"AC233263.1"
0,0,0,0,0,"MIR4696"
0,0,0,0,0,"RN7SL96P"
0,0,0,0,0,"AP000919.1"
0,0,0,0,0,"AC024267.6"
0,0,0,0,0,"AC037487.1"
5,2,4,3,2,"AC015818.5"
10,7,7,9,12,"MIR3685"
0,0,0,0,0,"RN7SL543P"
0,0,0,0,0,"MIR4280"
0,0,0,0,0,"MIR5692C1"
0,0,0,0,0,"AC125421.2"
0,0,0,0,0,"MIR5195"
0,0,0,0,0,"MIR3146"
23,17,16,22,6,"LINC00668"
0,0,0,0,0,"ARL2BPP1"
0,0,0,0,0,"AC032019.2"
0,0,0,0,0,"AC091042.1"
5,4,4,9,7,"UBE2CP2"
0,0,0,0,0,"RN7SL577P"
2,2,8,5,8,"AC090912.1"
0,0,0,0,0,"LINC01387"
0,0,0,0,0,"AC090312.2"
1,1,0,0,0,"AC015878.2"
0,0,0,0,0,"MIR4749"
0,0,0,0,0,"MIR4445"
0,0,0,0,0,"MIR4319"
0,0,0,0,0,"AC209007.2"
0,0,0,0,0,"GACAT2"
0,0,0,0,0,"AC217774.2"
0,0,0,0,0,"MIR4266"
8,4,4,16,12,"AC100830.3"
49,34,61,69,43,"AC005828.5"
3888,3231,4474,3977,2524,"TXNIP"
0,0,0,0,0,"AP006587.5"
22,13,17,21,14,"AC002091.1"
2,0,0,0,0,"MIR4725"
0,0,0,0,0,"AC074237.1"
0,0,0,0,0,"MIR544B"
62,76,60,74,42,"AC103810.3"
0,1,0,0,1,"AC022809.1"
0,0,0,0,0,"MIR4735"
0,0,0,0,0,"AC011933.4"
0,0,1,0,0,"MIR4519"
0,0,0,0,0,"ESRG"
0,0,0,0,0,"MIR5694"
0,0,0,0,0,"AC090365.1"
0,0,0,0,0,"AC069114.1"
5,2,2,5,2,"MIR3671"
0,0,0,0,0,"AC091059.1"
0,0,0,0,0,"AC109315.1"
0,0,2,2,0,"MIR4488"
0,0,0,0,0,"AC087393.3"
41,38,53,49,50,"GATA6-AS1"
0,0,0,0,0,"MIR4764"
0,0,0,0,0,"LINC02079"
0,0,0,0,0,"AC103808.4"
0,0,0,0,0,"MIR4309"
0,0,0,0,0,"MIR548Z"
35,40,47,54,33,"MIR4477B"
0,2,1,0,0,"MIR3609"
1622,1004,1471,2026,1757,"SRGAP2"
3,3,2,3,5,"AC016888.1"
0,0,0,0,0,"MIR4659A"
0,0,0,0,0,"MIR4509-2"
0,0,0,0,0,"MIR4690"
0,0,0,0,0,"AC015818.6"
0,0,0,0,0,"MIR3649"
0,0,0,0,0,"AC091178.1"
0,0,0,0,0,"AP001011.2"
0,0,0,0,0,"AC233702.6"
0,0,0,0,0,"MIR4500"
4,7,5,8,9,"NDUFV2-AS1"
0,0,0,0,0,"RN7SL140P"
0,0,0,0,1,"MIR4771-2"
0,0,0,0,0,"AP005202.2"
60,44,62,103,79,"POLRMTP1"
0,0,0,0,0,"MIR3617"
0,0,0,0,0,"MIR5693"
4226,3262,3686,5711,5329,"BAHCC1"
1,0,1,2,0,"RN7SL574P"
0,0,0,0,0,"AC004805.1"
0,0,0,0,0,"MIR4432"
0,0,0,0,0,"SNORA59B"
0,0,0,0,0,"AC015813.2"
0,0,0,0,0,"AC004585.1"
474,311,494,567,362,"RASSF5"
0,0,0,0,0,"MIR5192"
0,0,0,0,0,"MIR5700"
0,0,0,0,0,"AC007431.2"
0,0,1,0,0,"AC004408.1"
0,0,0,0,0,"AP006219.1"
4,0,2,7,3,"MIR4326"
0,0,0,0,0,"AC009831.2"
2,2,9,6,5,"AC103809.1"
0,0,0,2,0,"MIR4525"
0,0,0,1,0,"MIR4440"
0,0,0,0,0,"MIR4423"
0,0,0,0,0,"AC068025.2"
0,0,0,0,0,"AC015908.4"
22,19,39,29,18,"FBXO36P1"
0,0,0,0,0,"AC104984.5"
15,12,19,18,18,"MIR5587"
2,0,3,0,3,"AC005730.3"
0,0,0,0,0,"ZNF415P1"
0,0,0,0,0,"RN7SL366P"
0,0,0,0,0,"SRP68P1"
0,0,0,0,0,"MIR4759"
0,0,0,0,0,"MIR4435-2"
0,0,0,0,0,"MIR4533"
0,0,0,0,0,"MIR4654"
0,0,0,2,0,"RHOT1P1"
1,0,0,0,0,"MIR5190"
0,0,0,0,0,"MIR5583-1"
0,0,0,0,0,"AP001094.3"
0,0,0,0,0,"MIR4711"
0,0,0,0,0,"MIR3646"
0,0,0,0,0,"AP005380.1"
1,1,0,1,0,"AC103810.4"
0,0,0,0,0,"RN7SL785P"
0,0,0,0,1,"RN7SL612P"
0,0,0,0,0,"YWHAEP2"
0,0,0,0,0,"RN7SL557P"
0,0,0,0,0,"MIR3147"
1,0,0,1,0,"AP001020.3"
103,55,89,103,99,"STRADA"
0,2,0,2,1,"MIR4666A"
1,0,0,0,0,"AC025627.3"
0,0,0,0,0,"MIR4282"
0,0,0,0,0,"EIF4A3P1"
0,0,0,0,0,"AC018371.2"
0,0,0,0,1,"RN7SL804P"
0,0,0,0,0,"RN7SL480P"
0,0,0,0,0,"AC099677.6"
6,2,3,1,0,"MIR3186"
0,0,0,0,0,"AC090287.3"
0,0,1,0,0,"MIR1260B"
0,0,0,0,0,"MIR4661"
0,0,0,0,0,"RN7SL163P"
0,0,0,0,0,"AC090506.1"
0,2,1,3,2,"PNLIPRP2"
0,0,0,0,0,"SS18L2P2"
0,0,0,0,0,"AC005697.1"
0,0,0,0,0,"MIR5585"
0,0,0,0,0,"MIR5589"
0,0,0,0,0,"MIR3926-1"
94,102,100,112,86,"AC080112.2"
0,0,0,0,0,"RN7SL371P"
0,0,0,0,0,"MIR3156-3"
0,0,0,0,0,"AC107892.1"
0,0,0,0,0,"MIR3167"
0,0,0,0,0,"CTSLP2"
0,0,0,0,0,"AC036222.4"
0,0,0,0,0,"MIR4323"
0,0,0,0,1,"NPM1P2"
0,0,0,0,0,"MIR3611"
0,1,0,0,0,"MIR3178"
35,37,46,62,30,"MIR3176"
7,8,17,22,12,"NARF-IT1"
0,0,0,0,0,"AC121320.1"
0,0,0,0,0,"MIR5091"
0,0,0,1,0,"GRAMD4P7"
0,0,0,0,0,"MIR4279"
0,0,0,0,0,"MIR4644"
0,0,0,0,0,"AC011474.2"
0,0,0,0,0,"COX6CP3"
0,0,0,0,0,"MIR4475"
0,0,0,0,0,"LINC00683"
8,6,8,5,8,"LINC01909"
2,2,2,1,0,"AC005324.5"
1,1,0,0,2,"MIR4428"
2,2,1,0,3,"KLF14"
0,0,0,0,0,"AP005203.1"
0,0,0,0,0,"AC098818.3"
0,0,0,0,0,"AC044873.1"
0,0,0,0,0,"RN7SL138P"
0,0,0,0,0,"MIR4743"
14,15,10,25,11,"LINC01910"
0,0,0,0,0,"AC135178.5"
0,0,0,0,0,"UBL5P2"
0,1,0,0,0,"AC091588.3"
0,0,0,0,0,"MIR3683"
0,0,0,0,0,"AP005671.1"
2,0,0,1,2,"AC012213.3"
0,0,1,0,1,"AC015813.3"
0,0,0,0,0,"MIR3180-3"
3,1,0,0,1,"ARIH2P1"
0,0,0,0,0,"MIR744"
0,0,0,0,0,"MIR3118-1"
0,0,0,1,0,"AC098850.3"
0,0,2,3,2,"LIVAR"
0,0,0,0,0,"MIR4518"
0,0,0,0,0,"AC061975.5"
0,0,0,0,0,"MIR5093"
0,0,1,0,1,"RN7SL510P"
0,0,0,0,0,"AC007952.8"
0,0,0,0,0,"LINC01927"
2,6,3,1,0,"AC026254.2"
0,0,0,0,2,"MIR4668"
0,0,0,0,0,"RN7SL703P"
0,0,0,0,0,"MIR5692A1"
0,0,0,0,0,"MIR3909"
0,0,0,0,0,"MIR4293"
0,0,0,0,0,"MIR4663"
0,0,0,0,0,"MIR3665"
0,0,0,0,0,"MIR4503"
0,0,0,0,0,"MIR4536-2"
0,0,0,0,0,"MIR4281"
0,0,0,0,0,"AC016383.1"
697,515,686,876,720,"NBPF15"
0,3,1,3,2,"AC138207.7"
1,1,1,2,0,"AC004477.2"
0,0,0,0,0,"MIR4776-1"
0,0,0,0,0,"AC090615.1"
0,0,0,0,0,"LINC02074"
0,0,0,0,0,"AC087499.7"
0,1,0,3,0,"AC053481.3"
1,0,0,0,4,"AC005410.2"
0,0,0,0,0,"AC090774.2"
