"HBCx14_chemonaive1","HBCx14_chemonaive2","HBCx14_chemonaive3","Symbol"
0,0,0,"AC084734.1"
0,0,0,"TUBB8P5"
0,0,0,"AC048387.1"
0,0,0,"MTND6P19"
0,2,0,"MYL12AP1"
0,0,0,"DUTP2"
192,181,249,"RHPN1-AS1"
0,0,0,"AC011363.1"
0,0,0,"AC090539.2"
1,0,0,"AC060765.2"
0,0,0,"IGHV4-55"
0,0,0,"AL355432.1"
0,0,0,"AC132192.1"
0,0,0,"AC055876.2"
0,0,0,"GLYATL1P4"
13,6,20,"AC091564.2"
5,3,8,"LINC02752"
84,72,95,"LRRC24"
0,0,0,"OR10Y1P"
0,0,0,"AP003306.1"
0,0,0,"AP001994.1"
0,0,0,"PHBP17"
0,0,0,"OR4A1P"
7,11,9,"AC087521.3"
0,0,0,"AP002512.1"
0,0,0,"AC118273.1"
31,27,21,"CHKB-CPT1B"
0,0,0,"SIGLEC14"
36,57,74,"LINC02732"
2,1,2,"LINC02584"
3,5,6,"SPON1-AS1"
70,32,46,"AL139349.1"
0,0,1,"AP003086.1"
5,4,2,"AP000942.2"
0,0,0,"AC087203.1"
0,0,0,"AP003733.2"
0,0,0,"AC022690.1"
0,0,0,"LINC02696"
0,0,0,"AP003392.1"
2,0,1,"AP001972.1"
0,0,0,"OR6M3P"
1,2,2,"AC084083.1"
0,0,0,"AC113143.1"
1,3,3,"AP001001.1"
0,0,0,"AP006295.1"
0,0,0,"AP000648.2"
0,0,0,"AP003398.1"
0,0,0,"LINC02683"
0,0,0,"PBOV1"
0,0,0,"AP001646.1"
0,0,0,"AP000859.1"
0,0,0,"AC068733.1"
1,2,4,"AC022762.1"
0,0,0,"HSPB2-C11orf52"
0,2,1,"OR7E11P"
0,0,1,"SF3A3P2"
0,1,0,"ALG9-IT1"
0,0,0,"CAPS2-AS1"
4,3,18,"AP001107.2"
2,2,2,"NAV2-AS2"
4,2,2,"RCC2P6"
0,0,0,"HIGD1AP10"
0,0,0,"LINC02699"
0,0,0,"OR5D2P"
0,0,0,"AP001107.3"
2,3,4,"AP002812.2"
0,0,0,"AP002815.1"
1,3,5,"AP001107.4"
16,22,37,"PPIAP41"
0,0,0,"OR4A3P"
0,0,0,"THAP12P4"
0,0,0,"OR4D10"
0,0,0,"AP002765.1"
1,0,0,"AC069287.1"
69,73,87,"AP002495.1"
1057,977,1392,"AP5B1"
0,0,0,"AP001284.1"
0,0,0,"OR4A49P"
26,24,34,"AL354920.1"
0,0,0,"OR2AT1P"
4,7,8,"AP000640.1"
0,0,0,"AP004609.4"
0,0,0,"SLC25A1P1"
7,9,7,"LINC02749"
0,4,1,"PTP4A2P2"
0,0,0,"AP003102.1"
1,0,0,"SUGT1P4"
3,1,6,"AP002336.1"
13,4,5,"AC026191.1"
0,0,0,"LINC02547"
0,0,0,"AC130364.1"
0,0,0,"AC007876.1"
0,0,0,"MPPED2-AS1"
0,0,0,"OR5M7P"
0,0,0,"AC022832.1"
0,0,0,"AP001328.1"
0,1,3,"AP000487.2"
0,0,0,"CBX3P8"
0,0,0,"AC103681.1"
0,0,0,"AC104042.1"
0,0,0,"AC002056.2"
0,3,1,"RANP3"
3,0,2,"AP003068.1"
0,1,1,"AP003097.1"
5,1,4,"AC010319.1"
42,47,53,"CHMP4A"
0,0,0,"AP003080.1"
11,5,4,"DEFB131E"
0,0,0,"FBXO3-DT"
0,0,0,"AP000866.3"
2,0,7,"AP001107.5"
0,0,0,"AP002802.1"
0,0,0,"PHBP2"
0,0,0,"AC103855.1"
0,0,0,"AP001124.1"
0,0,0,"LINC02760"
0,0,0,"AC027369.2"
0,0,0,"LINC02750"
0,0,0,"AC044839.1"
0,0,0,"SIGLEC12"
0,0,0,"AP001767.1"
0,0,0,"OR8I4P"
0,0,0,"AC090791.1"
1,0,0,"ENPP7P12"
4,1,5,"AP000757.1"
0,0,0,"MRGPRX7P"
0,0,0,"LINC02755"
55,43,60,"AP001816.1"
0,0,2,"AL358944.1"
0,0,0,"AF186192.1"
0,0,0,"AP000776.1"
138,148,230,"PABPC4L"
52,37,47,"AL360181.3"
2,0,2,"AL137161.1"
0,0,0,"AC027018.1"
0,2,0,"AC239804.1"
0,0,0,"AC040936.1"
0,0,0,"MRGPRX6P"
0,0,0,"NAV2-AS3"
0,0,0,"HSPD1P2"
0,0,0,"PCNAP4"
0,0,0,"AL354919.2"
0,0,0,"MRGPRX13P"
75,63,96,"AC036111.1"
1,1,1,"AC105219.1"
0,0,0,"OMP"
0,0,0,"AP000873.3"
0,0,0,"XIRP2-AS1"
1,0,1,"AL033529.1"
8,2,7,"AC080023.1"
0,0,0,"AP003730.1"
1,0,0,"AF131215.2"
0,0,0,"AC091047.1"
0,0,0,"AP005435.1"
8,1,2,"AC069287.2"
0,0,0,"BBOX1-AS1"
14,25,14,"AP003393.1"
0,0,0,"LINC01493"
0,0,0,"AP002768.1"
0,0,0,"AC100767.1"
0,0,0,"MTND2P26"
0,0,0,"AC087277.1"
0,0,0,"UBTFL9"
0,0,0,"AP003501.1"
0,0,0,"AP002004.1"
0,0,1,"AL358937.1"
0,0,1,"GLULP3"
0,0,0,"AP004550.1"
0,0,1,"AC105219.2"
0,0,0,"AC022039.1"
0,0,0,"OR4C1P"
6,7,7,"AC087276.2"
2,0,1,"AC084125.1"
0,0,0,"AC090720.1"
0,0,0,"LINC02719"
0,0,0,"AC068587.1"
0,0,0,"PSMA2P1"
0,0,0,"AC021269.1"
0,0,0,"AL035078.1"
0,0,0,"MAGEL2"
0,0,0,"AC124301.1"
0,0,0,"AP003066.1"
0,0,0,"ETS1-AS1"
2,1,0,"EIF4A2P3"
2,0,2,"AP003396.2"
0,0,0,"AP003532.1"
6,19,9,"AC123788.1"
0,2,0,"OR7E126P"
0,0,0,"LINC02686"
31,20,26,"AC084337.1"
0,0,0,"AP002748.3"
24,37,41,"CSNK2A3"
0,0,0,"AP003715.1"
0,0,0,"CYCSP26"
131,113,188,"AP000662.1"
0,0,0,"OR5M6P"
2,1,3,"AP002336.2"
11,9,7,"AP003555.1"
0,0,0,"AC013714.1"
9,10,12,"AP001783.1"
0,0,0,"AC136443.1"
3,7,3,"AC004923.1"
92,57,99,"AP001000.1"
0,0,0,"OR6M2P"
146,137,149,"AP003068.2"
320,404,469,"AC027031.2"
0,0,0,"AP001775.1"
0,0,0,"AP005435.2"
0,0,0,"TMED10P1"
0,0,0,"AC113192.1"
4,1,2,"AL050327.1"
0,0,0,"SETP16"
0,0,0,"NAV2-AS4"
0,0,0,"DEFB108E"
0,0,0,"OR4R3P"
0,0,0,"AF233439.2"
60,25,50,"AP003100.1"
0,0,0,"AL035078.2"
0,0,0,"AP002370.1"
0,0,0,"AP001922.2"
0,0,0,"AP001372.1"
0,3,0,"AP003119.1"
0,0,0,"AL512590.2"
22,25,40,"SMG1P6"
2581,2272,2734,"WAC-AS1"
0,0,0,"ARMS2"
0,0,0,"OR4A18P"
0,0,0,"AP002884.1"
0,2,1,"AC116021.1"
0,0,0,"AC091564.3"
0,0,0,"COX6CP5"
0,0,0,"AC007751.1"
0,0,0,"AC087379.1"
0,0,0,"OR8B10P"
0,0,0,"INS"
0,1,2,"AP000911.1"
0,0,0,"AP003086.2"
0,0,0,"MTCYBP41"
0,0,0,"AC018716.1"
0,0,1,"AC024475.1"
0,0,0,"LINC02685"
0,0,0,"AP004607.1"
0,0,0,"RTL1"
0,0,0,"OR8J2"
0,0,0,"LINC02715"
0,0,0,"AP002512.2"
0,0,0,"LINC02682"
49,31,47,"AP000781.1"
0,0,0,"OR4A11P"
0,0,0,"AC103681.2"
9,3,5,"AC091053.1"
0,0,0,"AC023442.1"
0,1,0,"AL135934.1"
6,4,11,"RASSF10-DT"
0,0,0,"AL136146.1"
0,0,0,"AC110275.1"
0,0,0,"OR4A42P"
0,0,0,"AP003032.1"
20,35,36,"AP000873.4"
0,0,0,"OSBPL9P2"
0,0,1,"AP005018.1"
4,0,1,"AC079329.1"
885,769,1006,"PKD1P5"
233,234,290,"AP002387.2"
0,2,6,"SNRPCP6"
0,0,0,"AP002803.1"
498,510,570,"FPGT"
0,0,0,"AL138812.1"
0,1,1,"AC009646.2"
0,0,0,"AC013549.3"
12,12,9,"LINC02235"
0,0,0,"AC233992.1"
0,0,0,"AP002812.3"
0,0,0,"AL136295.1"
4,0,2,"AC010768.1"
19,28,26,"AP001893.1"
0,0,0,"AC087379.2"
1,0,0,"COPS8P3"
0,0,0,"AP000893.2"
2,0,0,"LINC02695"
0,0,0,"DEFB131C"
1,0,1,"AC138866.2"
0,0,1,"AP002353.1"
0,0,0,"SENCR"
0,0,1,"AP002358.2"
0,0,0,"AP000722.1"
0,0,0,"AL512785.2"
0,0,0,"AC104237.1"
1,0,0,"AL139174.1"
0,0,0,"IGLL5"
1,1,0,"AP001970.1"
0,0,2,"AC087280.1"
0,0,0,"HNRNPA1P72"
0,0,0,"OR7E154P"
1,0,2,"GLYATL1P2"
2,5,13,"AL157756.1"
0,0,0,"AC080023.2"
0,0,0,"MRGPRX10P"
40,26,47,"AP000879.1"
0,0,0,"FAM8A2P"
0,0,0,"OR4A12P"
0,0,0,"OR7E10P"
0,0,0,"AC009643.1"
8431,9599,12772,"MEX3A"
0,0,0,"PTP4A1P6"
0,0,0,"AC027369.3"
0,0,0,"AP002453.1"
1,8,7,"AP003059.1"
24,14,13,"AP001931.1"
0,1,0,"AP001831.1"
0,0,0,"AC107973.1"
0,0,0,"HMGB1P42"
0,0,0,"BRD9P1"
0,0,0,"OR10G4"
0,0,0,"MRGPRX11P"
1,0,0,"AC137894.1"
3,6,1,"AP003396.3"
0,0,0,"AC067930.1"
0,0,0,"OR10V3P"
0,0,0,"AC084855.1"
0,0,0,"AC103855.2"
0,0,0,"MTND4LP18"
1,0,0,"HNRNPCP8"
0,0,0,"OR5BD1P"
0,0,0,"CASP1P2"
0,0,0,"TRIM64DP"
0,0,0,"OR5M2P"
0,0,0,"AC022690.2"
0,0,0,"AC013799.1"
0,0,0,"AP001189.2"
1,0,0,"AP001107.6"
0,1,0,"AC127526.1"
0,0,0,"AP000889.1"
4,7,5,"NAP1L1P1"
0,0,2,"AC008750.1"
2,2,2,"AP001107.7"
0,0,1,"TRIM53CP"
0,0,0,"AC011092.1"
0,0,0,"OR2AL1P"
0,0,0,"AC104009.1"
0,0,0,"OR4A4P"
0,0,0,"OR4D7P"
6,7,6,"AP001893.2"
0,0,0,"EEF1G"
0,0,0,"AC021393.1"
0,0,0,"PRR23D3P"
0,0,0,"AC022182.1"
0,0,0,"EGLN1P1"
1,3,5,"AC023232.1"
0,0,0,"GVINP2"
22,25,21,"AP003084.1"
0,0,0,"LRRC6P1"
0,0,0,"AP005435.3"
9,2,12,"AP001636.1"
0,0,0,"AP001825.1"
3,1,1,"CKLF-CMTM1"
0,0,1,"AC073172.1"
0,0,0,"AP000842.1"
1,2,1,"FAR1-IT1"
0,0,0,"AP003716.1"
0,0,0,"FDPSP4"
0,0,0,"AP000676.1"
0,0,0,"OR5AP1P"
0,0,0,"AC134684.1"
0,0,0,"TFAMP2"
0,0,0,"SLC25A47P1"
0,0,0,"AP006587.1"
0,0,0,"AC084851.1"
0,0,0,"AC022182.2"
0,0,0,"AP004607.2"
0,0,0,"AP006437.1"
0,0,0,"SNRPCP14"
0,1,0,"SYS1-DBNDD2"
0,0,0,"OR10AK1P"
0,0,0,"AP001189.3"
0,0,0,"AP002001.1"
7,6,6,"AC067930.2"
0,0,0,"AC123777.1"
3,0,0,"AP003031.3"
279,237,275,"LMNTD2-AS1"
0,0,0,"AC090857.1"
0,0,0,"AC107918.1"
0,0,0,"AP004607.3"
0,0,0,"ANO3-AS1"
0,0,0,"AC107882.1"
0,1,0,"AL136309.3"
0,0,0,"AC023442.2"
0,0,0,"LINC02727"
0,0,0,"AP003461.1"
0,0,0,"OR9G2P"
3,6,1,"AP001922.3"
0,1,0,"SLC22A18AS"
0,0,0,"AP005597.1"
0,0,0,"AP003032.2"
0,0,0,"AP002428.1"
0,0,0,"KRT18P58"
0,0,0,"OR4A40P"
0,0,0,"AP001893.3"
0,0,0,"OR5M10"
0,0,1,"RNF185-AS1"
0,0,0,"AL035078.3"
93,76,96,"AP001372.2"
6,7,9,"GVINP1"
0,0,1,"AF131215.3"
1,5,0,"AC024405.2"
0,0,0,"OR4V1P"
1,4,1,"LINC02551"
1,0,0,"XIAPP2"
0,0,0,"AP000757.2"
2,1,0,"AL355075.1"
0,0,0,"AC009806.1"
0,0,0,"OR5BN1P"
0,0,0,"AC004923.2"
1,1,1,"AP005018.2"
0,0,0,"NPIPA2"
0,0,0,"AP004247.1"
26,21,17,"AP003390.1"
5,8,12,"AP001107.8"
0,0,0,"NDUFA3P2"
0,0,0,"MRGPRX12P"
576,587,850,"MPV17L2"
1,0,0,"AC067930.3"
112,143,168,"TMEM9B-AS1"
0,0,0,"AC100768.1"
3,5,10,"LGR4-AS1"
0,0,0,"LINC02744"
8,12,7,"AC107884.2"
0,0,0,"AC100763.1"
0,0,0,"DEFB109D"
0,1,0,"AP006287.1"
0,0,0,"ATP6V1G2-DDX39B"
0,0,0,"AC024475.2"
2,0,0,"LINC02688"
16,11,25,"AP001267.1"
0,0,0,"AP003171.1"
133,147,192,"SUGT1P4-STRA6LP"
2,4,2,"AP001636.2"
0,0,0,"AC103794.1"
0,0,0,"PTPRJ-AS1"
0,0,0,"PKNOX2-AS1"
0,0,0,"AP003385.2"
1,5,4,"PRR13P2"
0,1,0,"AP001547.1"
0,1,1,"AC010247.1"
0,0,0,"AP000827.1"
0,0,0,"AC084121.1"
0,0,0,"AP003049.1"
0,0,0,"OR4A9P"
0,0,0,"AP003396.4"
49,33,40,"AC113404.3"
6,1,4,"NAV2-AS1"
0,0,0,"MTCO3P15"
0,0,0,"OPCML-IT1"
0,0,0,"AP003035.1"
0,4,0,"AC087362.1"
0,0,0,"AC091053.2"
439,422,428,"BORCS8"
7,4,8,"ANO1-AS1"
0,0,0,"OR8L1P"
3,6,6,"AP001318.1"
0,0,0,"AC090707.1"
16,8,7,"AC087276.3"
0,0,0,"AP003392.2"
31,25,31,"AC136475.2"
3,0,3,"SCARNA9"
0,1,1,"AC135983.4"
0,0,0,"AC239802.1"
0,0,0,"AC109810.1"
0,0,0,"AP003168.1"
0,0,0,"AP004607.4"
0,3,1,"OR7E15P"
0,0,0,"AC090692.1"
0,0,0,"AC027369.4"
0,0,0,"AC116456.1"
0,0,0,"AC130366.1"
0,0,0,"AP000867.2"
0,0,0,"OR4C9P"
0,0,0,"AP000445.2"
0,0,0,"AC027779.1"
0,0,0,"AP001372.3"
6,1,4,"AL591684.2"
0,0,0,"LINC02545"
0,0,0,"MTATP6P15"
0,0,0,"AP001007.1"
0,0,0,"AP000785.1"
0,0,0,"LINC00678"
0,0,0,"AP002469.1"
2,1,5,"AF131215.4"
0,0,0,"AP000916.1"
0,0,0,"AP002833.1"
0,0,0,"AP003038.1"
0,0,0,"OR4A19P"
0,0,0,"AP000866.4"
0,3,0,"AL355310.3"
0,0,0,"AP003501.2"
0,0,0,"ATP5PBP5"
0,0,0,"LINC02751"
0,0,0,"OR8K4P"
16,14,10,"OR7E158P"
0,0,0,"GNG5P3"
0,0,0,"AC044810.2"
0,0,0,"LINC02705"
0,0,0,"AP001803.1"
0,0,0,"SLC2A13P1"
2,0,0,"AC111188.1"
0,0,0,"INMT-MINDY4"
0,0,0,"KIRREL3-AS2"
0,0,0,"TUBB4BP4"
0,0,1,"AP001972.2"
3,1,1,"AP001458.1"
0,0,0,"C1DP5"
23,11,21,"AC103974.1"
14,8,12,"LINC02763"
0,0,0,"AP003122.2"
0,0,0,"AP003498.2"
0,0,1,"AC105219.3"
3,5,12,"AP001372.4"
0,0,0,"AP001189.4"
0,0,0,"OR8B7P"
1,2,2,"ALG1L9P"
5,4,2,"AP000781.2"
0,0,0,"AP002008.1"
0,0,0,"AC025300.1"
0,0,0,"FTLP6"
2,0,0,"RSF1-IT2"
1416,1387,2015,"DPP3"
0,2,1,"AP002989.1"
0,0,0,"AP002498.1"
0,0,0,"AP001999.1"
7,5,8,"AP001781.1"
1,0,0,"AC124276.1"
0,0,0,"AP001582.1"
0,0,0,"TRIM77BP"
95,74,99,"STX16-NPEPL1"
28,27,21,"ANKHD1-EIF4EBP3"
34,26,30,"KRTAP5-9"
2536,2692,3362,"BRK1"
0,1,0,"AC139103.1"
0,0,0,"AC109635.2"
0,0,0,"LINC02324"
1,1,1,"CYCSP28"
0,0,0,"AL133330.2"
0,0,0,"AP003128.1"
0,0,0,"ELOCP22"
0,0,0,"LINC02489"
19,5,13,"LINC02739"
0,0,0,"UBTFL1"
0,0,0,"AP001767.2"
0,0,0,"AP004607.5"
0,0,0,"OR5M1"
1,0,0,"ARL6IP1P3"
0,0,0,"AP000755.1"
0,0,0,"AC107918.2"
0,0,0,"AC022878.1"
0,0,0,"OR5D15P"
0,0,0,"AF131216.3"
0,0,0,"AC093496.1"
0,0,0,"AP000676.2"
0,0,0,"AF228730.3"
1567,1535,1561,"AC136475.3"
0,0,1,"AP000842.2"
0,0,0,"AP003049.2"
0,0,0,"AC110058.1"
0,0,0,"OR8B5P"
282,267,323,"AP002807.1"
0,0,0,"TSPAN18-AS1"
0,0,0,"SERPINA15P"
0,0,0,"SDHCP4"
3,1,6,"STRA6LP"
0,0,0,"AC136443.2"
7,1,3,"AP006287.2"
0,0,0,"LINC02553"
1,0,2,"MORF4L1P3"
0,0,0,"AC103855.3"
0,0,0,"AC109635.3"
0,0,0,"NAV2-AS5"
4,2,6,"AP000866.5"
12,6,7,"AC069185.1"
0,0,0,"HNRNPRP2"
0,0,0,"OR8X1P"
1,1,3,"AC067930.4"
0,0,0,"BCAS2P1"
66,45,63,"FAM66D"
0,0,0,"OR4A44P"
0,0,0,"AL020996.2"
0,0,0,"MTND1P35"
2,0,0,"AP003041.1"
0,1,0,"PDCL2P2"
0,0,0,"PPIAP43"
0,0,0,"AC009656.1"
10,14,18,"AP001318.2"
0,0,5,"AP001646.2"
0,0,0,"AP002001.2"
0,0,0,"AC013549.4"
0,0,0,"OSBPL9P3"
0,0,0,"SAA2-SAA4"
0,0,0,"PIGY"
0,0,0,"ZFP91-CNTF"
0,0,0,"AC018523.1"
0,0,0,"CENPUP1"
0,0,0,"AC084838.1"
0,0,0,"OR4X7P"
0,0,0,"OR4A6P"
0,0,0,"LINC02704"
0,0,0,"AP003168.2"
0,0,0,"GRM5-AS1"
0,0,0,"OR5AK1P"
0,0,0,"AP003110.1"
0,1,1,"AF186192.2"
0,0,0,"AC024341.1"
0,0,0,"AP001993.1"
0,0,0,"AC013828.2"
1,1,3,"AC136475.4"
0,0,0,"AC087442.1"
2,0,0,"AC010768.2"
0,0,0,"AP002008.2"
1,1,3,"AC090159.1"
0,0,0,"OR1D4"
0,0,0,"OR5B10P"
0,1,0,"AP006259.1"
0,0,0,"AC023245.2"
2,3,3,"AP003119.2"
0,0,0,"AC103843.1"
0,0,0,"AP005436.2"
0,0,0,"AC005324.4"
0,0,0,"PTMAP15"
0,0,0,"AC010768.3"
0,0,0,"AC079089.2"
63,46,36,"AP006621.1"
0,0,0,"LINC02740"
0,0,0,"AP005597.2"
0,0,0,"AP006587.2"
2550,2718,3208,"CHMP1B"
0,0,0,"OR4A48P"
6,4,5,"AP003392.3"
1,1,0,"AP002812.4"
0,0,0,"SLC5A4P1"
0,0,0,"LINC02546"
0,1,0,"AP003306.2"
0,0,0,"AP003385.3"
0,0,1,"OVOL1-AS1"
102,108,142,"CCDC84-DT"
15,4,8,"AC068587.2"
0,0,0,"MTND5P21"
0,1,1,"AP003064.1"
0,0,0,"AP003171.2"
0,0,0,"HSPD1P3"
29,21,26,"AP000880.1"
0,0,0,"AC022874.1"
0,0,1,"OR9L1P"
0,0,0,"AC090138.1"
4,1,1,"LINC02721"
0,0,0,"OR8K2P"
134,107,133,"AP002360.2"
1,0,3,"AP001972.3"
0,0,0,"GLTPP1"
6,4,10,"AP000442.1"
0,0,0,"OR5BN2P"
0,0,0,"HNRNPA1P76"
96,79,109,"AP006621.2"
0,0,0,"AP000879.2"
0,0,0,"AC025857.1"
74,87,111,"STX17-AS1"
1,0,0,"AP004247.2"
0,0,0,"AP003385.4"
0,0,0,"AC239802.2"
0,0,0,"AP002963.1"
2,7,15,"EID3"
0,0,0,"GLYATL1B"
0,0,0,"MSH5-SAPCD1"
56,47,62,"TOLLIP-AS1"
7,16,3,"HTD2"
0,0,0,"AP004371.1"
1,2,3,"RNY1P9"
0,0,0,"DEFB130C"
0,0,0,"AC131934.1"
0,0,0,"AC026894.3"
8,5,8,"AC009652.1"
0,0,0,"AC113192.2"
0,0,0,"AP004833.2"
0,0,0,"HSPE1P18"
0,1,0,"AF235103.1"
3,5,3,"AC134775.1"
0,0,0,"AC022616.8"
0,0,0,"AC090857.2"
0,0,0,"LINC02722"
0,0,0,"AP003122.3"
0,0,0,"LINC01499"
0,0,0,"OR5AM1P"
36,17,24,"AP003068.3"
0,0,0,"AC107918.3"
0,0,0,"LINC02759"
8,6,8,"AP000941.1"
6,13,12,"MUC5B-AS1"
0,0,0,"LINC02720"
0,0,0,"AC027804.1"
0,2,0,"CCDC166"
184,129,167,"AC084125.2"
0,0,0,"LINC02711"
0,0,0,"AP004607.6"
0,2,3,"PDXDC2P"
0,0,0,"AC087277.2"
0,0,0,"LINC02748"
0,0,0,"AP003327.1"
0,0,0,"GLYATL1P1"
0,0,0,"TRIM51DP"
0,0,0,"AP003555.2"
1,0,0,"NANOGP8"
1,1,3,"LINC02726"
0,0,0,"OR4A17P"
3,11,9,"AC090559.1"
160,104,153,"SNHG9"
0,0,0,"GTF2IP11"
40,35,58,"PGAM1P8"
0,0,0,"AC087623.1"
21,29,28,"AL049629.1"
0,0,0,"OR7E2P"
0,0,0,"AC036111.2"
0,0,0,"MED28P5"
0,0,0,"AC011853.2"
0,0,0,"AL133399.1"
0,0,0,"AP001978.1"
0,0,0,"AP001889.1"
0,0,0,"AC130365.1"
0,0,0,"NPM1P35"
0,0,0,"AP006587.3"
0,0,0,"OR4R1P"
0,0,0,"AP001360.1"
0,0,0,"OR5J7P"
0,0,0,"OR5BC1P"
0,0,0,"AP000755.2"
0,0,0,"DDX18P5"
0,0,0,"CARD17"
0,1,2,"SETP17"
0,0,0,"OR5M11"
38,42,36,"AC109322.1"
0,0,0,"OR8B6P"
0,0,0,"LINC02690"
0,0,0,"AC090124.1"
0,0,0,"AC069287.3"
0,0,0,"AC004923.3"
1,0,1,"MRPS36P4"
0,0,0,"AC087441.3"
0,0,0,"AP003969.1"
2,4,12,"AP000446.1"
0,0,0,"AP005435.4"
16,11,15,"AP002992.1"
0,1,0,"AC138230.1"
0,0,0,"RFPL4AP1"
0,0,3,"TREHP1"
65,81,96,"AP001636.3"
0,0,0,"AP005436.3"
0,0,0,"AC023078.1"
0,0,0,"FXYD6-FXYD2"
0,0,0,"AP000793.1"
0,0,0,"NECTIN1-AS1"
8,24,22,"MIR100HG"
2,2,3,"AP003059.2"
0,0,0,"PRR23D1"
11,12,13,"AL078612.2"
0,0,0,"AC068587.3"
0,0,0,"HIGD1AP5"
0,0,0,"PPP1R1AP1"
0,0,1,"AL136146.2"
0,0,0,"LINC02743"
0,0,0,"ZNF123P"
2,0,1,"KC877392.1"
0,0,2,"OR7E4P"
0,0,1,"ELOBP2"
0,0,0,"TMA16P1"
0,0,0,"AP003484.1"
0,0,0,"LINC02687"
0,0,0,"AC130364.2"
0,0,0,"LINC02710"
0,0,0,"NAV2-IT1"
0,0,0,"AL137224.1"
0,0,0,"AC113192.3"
0,0,0,"AF238378.1"
0,0,0,"SMIM35"
14,8,5,"RRM1-AS1"
3,0,0,"ABCC6P2"
0,0,0,"AC023442.3"
0,0,0,"AP001922.4"
0,0,0,"AC090124.2"
0,0,0,"WTAPP1"
0,0,0,"AP005597.3"
388,352,432,"AP006621.3"
0,0,0,"AP004833.3"
0,0,0,"AP000907.1"
0,0,0,"SNRPGP16"
0,0,0,"AL358944.2"
0,0,0,"AC068389.2"
0,0,0,"HMGB1P40"
0,0,0,"AP002884.2"
0,0,0,"WIZP1"
0,0,0,"OR4A50P"
0,0,0,"H3P34"
0,0,0,"AP002490.2"
0,0,0,"OR4A41P"
0,0,0,"OR8G5"
1,0,0,"AP003557.1"
0,0,0,"LINC02745"
5,1,1,"AP002893.1"
0,0,0,"EID1"
0,0,0,"OR5BA1P"
0,0,0,"OR4A46P"
0,0,0,"AP004607.7"
19,27,23,"AC004923.4"
0,0,0,"OR52B2"
1,1,2,"CSRP3-AS1"
0,0,0,"AC131935.1"
213,248,341,"AF131215.5"
0,0,0,"DLG2-AS2"
0,0,0,"OR4C7P"
0,0,0,"AC100858.2"
0,2,0,"AC024475.3"
0,0,0,"OR8A3P"
0,0,0,"MTND6P25"
0,0,0,"AP002833.2"
29,33,20,"ENPP7P8"
0,0,3,"AP000759.1"
0,0,0,"AC068389.3"
0,0,0,"LINC01495"
0,0,0,"AC108136.1"
6,7,11,"AP001922.5"
0,0,0,"LINC02697"
7,5,9,"AC136475.5"
1,0,0,"H2AZP4"
0,0,0,"AL096711.2"
0,0,0,"AP000790.2"
0,0,0,"LINC02756"
0,0,0,"AP000435.1"
3,3,2,"AP000907.2"
0,0,0,"LINC02729"
0,0,0,"AP003181.1"
73,83,98,"AP001830.1"
0,0,0,"AC118273.2"
0,0,0,"AL133352.1"
0,1,0,"AC087276.4"
0,0,0,"OR8Q1P"
0,0,0,"AP000926.1"
1,1,1,"AC234917.1"
0,0,0,"LINC02706"
1,0,2,"AP002957.1"
38,39,51,"NOX5"
0,0,0,"AC021820.1"
0,0,1,"AP001775.2"
0,0,0,"OR4A7P"
1,0,0,"MTCO1P15"
0,0,0,"AC023946.1"
0,0,0,"PPP1R10P1"
0,0,0,"AP003057.1"
3,1,6,"AP000640.2"
1,0,0,"AC007536.1"
0,0,0,"AC055878.1"
0,0,2,"NDUFAF2P2"
0,0,0,"CCDC179"
0,0,0,"AP004607.8"
0,0,0,"AC103843.2"
0,0,1,"LINC02761"
0,0,0,"LINC02757"
2,0,0,"SMILR"
0,0,0,"AC040926.1"
3,1,4,"AC120036.4"
4,4,2,"AC127526.2"
0,0,0,"AC087373.1"
6,0,1,"AP000920.1"
2,0,14,"CYCSP25"
0,0,0,"OPCML-IT2"
0,0,0,"AC107886.1"
0,0,0,"TAS2R45"
0,1,0,"AL078612.3"
0,0,0,"AP003066.2"
0,0,0,"DUXAP5"
0,0,0,"PRR23D2"
0,0,0,"CYCSP29"
0,0,0,"AP001317.1"
0,0,0,"AP001258.1"
0,0,0,"LINC02734"
0,0,0,"AP001267.2"
0,0,0,"UBTFL10"
0,0,0,"OR5BR1P"
1,0,1,"AC015689.1"
0,0,0,"LINC02741"
7,14,18,"Z97989.1"
1,0,0,"AC091564.4"
0,0,0,"AP003497.1"
0,0,0,"OOSP4B"
0,0,0,"C8orf49"
0,0,0,"AP001972.4"
0,0,0,"AP000857.1"
1,1,6,"AC022182.3"
68,53,56,"HCAR3"
0,0,0,"TBX5-AS1"
0,1,0,"AC124276.2"
0,0,0,"AC021269.2"
0,0,0,"AC027451.1"
0,0,0,"AP000641.1"
4,2,4,"AP001266.1"
0,0,0,"LINC02730"
1,0,0,"PCDHA3"
2,3,5,"RSF1-IT1"
7,1,0,"AC091564.5"
0,0,0,"LINC02548"
0,0,0,"AC022880.1"
0,0,0,"AP000867.3"
0,0,0,"OR10AF1P"
0,0,0,"MTCO2P15"
4,4,0,"LINC02718"
0,0,0,"CASC23"
0,0,0,"AP002340.1"
0,3,1,"AP002954.1"
27,26,28,"EBLN2"
0,0,0,"MRGPRX9P"
0,0,0,"OR8G3P"
0,0,0,"AC044839.2"
2,6,6,"LINC02707"
